cnes,nome,endereco,cidade,estado,email_unidade_saude,telefone,cep,pais
7985657,SMS CF EIDIMIR THIAGO DE SOUZA AP 31,Ponte Vinícius - 72183,RIO DE JANEIRO,RIO DE JANEIRO,pierre.auer@beahan.test,(64) 6346-0249,87532-119,Brasil
6742130,SMS CF EMYGDIO ALVES COSTA FILHO AP 32,Travessa Sophia Duarte - 915,RIO DE JANEIRO,RIO DE JANEIRO,saundra@legros.test,(19) 3914-2574,46895-666,Brasil
5044685,SMS CF ENFERMEIRA EDMA VALADAO AP 33,Travessa Warley Barreto - s/n,RIO DE JANEIRO,RIO DE JANEIRO,lyman@hermann.test,(46) 1850-0425,00967-440,Brasil
189200,SMS CF ENGENHEIRO SANITARISTA PAULO D AGUILA AP 33,Viela Francisco - 8949,RIO DE JANEIRO,RIO DE JANEIRO,ashton_walker@stark-reynolds.example,(75) 2137-0376,10349-908,Brasil
6793231,SMS CF EPITACIO SOARES REIS AP 33,Alameda Frederico - 870,RIO DE JANEIRO,RIO DE JANEIRO,glennis@jerde.example,(97) 0996-7658,83910-920,Brasil
9131795,SMS CF ERIVALDO FERNANDES NOBREGA AP 32,Viela João Samuel - 2647,RIO DE JANEIRO,RIO DE JANEIRO,giselle.von@kuhic.test,(11) 1179-1398,70531-603,Brasil
2280310,SMS CF ERNANI DE PAIVA FERREIRA BRAGA AP 53,Travessa Tiago - 3069,RIO DE JANEIRO,RIO DE JANEIRO,kristofer_fadel@boyer-quigley.test,(97) 4041-0401,08299-319,Brasil
6028233,SMS CF ESTACIO DE SA AP 10,Alameda Guilherme Fernandes - s/n,RIO DE JANEIRO,RIO DE JANEIRO,mandie@welch-beahan.test,(92) 8328-5935,56033-837,Brasil
9057706,SMS CF ESTIVADORES AP 10,Marginal Alessandra Grotas - 62591,RIO DE JANEIRO,RIO DE JANEIRO,daysi@emmerich.test,(84) 5152-1931,65166-707,Brasil
7723296,SMS CF EVERTON DE SOUZA SANTOS AP 52,Rua Bruna Antena - 6255,RIO DE JANEIRO,RIO DE JANEIRO,clay_gulgowski@stroman.test,(32) 2010-5901,34850-470,Brasil
7722494,SMS CF FAIM PEDRO AP 51,Alameda Olívia Bernardes - s/n,RIO DE JANEIRO,RIO DE JANEIRO,jody_sawayn@vandervort.example,(69) 4351-0051,69013-225,Brasil
6664075,SMS CF FELIPPE CARDOSO AP 31,Alameda Antonia Cabreira - 90503,RIO DE JANEIRO,RIO DE JANEIRO,selma@cronin-abshire.example,(15) 6420-7523,95579-159,Brasil
6023916,SMS CF FIORELLO RAYMUNDO AP 51,Rodovia Carla Banheira - 5074,RIO DE JANEIRO,RIO DE JANEIRO,denis_morissette@gerhold.example,(37) 8791-6636,48875-692,Brasil
7996675,SMS CF GERSON BERGHER AP 40,Alameda Giulia Saraiva - 7402,RIO DE JANEIRO,RIO DE JANEIRO,lynn@grimes.example,(51) 2586-8612,83999-204,Brasil
6648371,SMS CF HANS JURGEN FERNANDO DOHMANN AP 52,Rodovia Ofélia - s/n,RIO DE JANEIRO,RIO DE JANEIRO,jade@mraz-hayes.test,(47) 9331-4831,75157-113,Brasil
6664040,SMS CF HEITOR DOS PRAZERES AP 31,Viela Félix - s/n,RIO DE JANEIRO,RIO DE JANEIRO,johnny@predovic-homenick.test,(96) 5135-9383,36077-721,Brasil
6618863,SMS CF HELANDE DE MELLO GONCALVES AP 53,Viela João Antena - 92448,RIO DE JANEIRO,RIO DE JANEIRO,lucien.schoen@grady.test,(32) 6697-6008,20017-009,Brasil
7892829,SMS CF HELENA BESSERMAN VIANNA AP 40,Marginal João Lucas - 789,RIO DE JANEIRO,RIO DE JANEIRO,carole@mueller.example,(33) 3464-0238,89174-723,Brasil
6681379,SMS CF HERBERT JOSE DE SOUZA AP 32,Alameda Danilo - s/n,RIO DE JANEIRO,RIO DE JANEIRO,lawrence.ward@runte.test,(53) 6267-3042,74730-978,Brasil
6559727,SMS CF ILZO MOTTA DE MELLO AP 53,Rua Márcia Cruz - 8401,RIO DE JANEIRO,RIO DE JANEIRO,macie.windler@howell.example,(89) 5207-1769,76751-591,Brasil
7894554,SMS CF ISABELA SEVERO DA SILVA AP 52,Viela Luana - 94921,RIO DE JANEIRO,RIO DE JANEIRO,penelope_erdman@rowe.test,(69) 2660-3605,55496-063,Brasil
7998678,SMS CF IVANIR DE MELLO AP 33,Travessa Vitor - 29553,RIO DE JANEIRO,RIO DE JANEIRO,anitra@roberts.example,(53) 9798-1934,75177-863,Brasil
6688152,SMS CF IZABEL DOS SANTOS AP 32,Viela Giulia Madeira - 51665,RIO DE JANEIRO,RIO DE JANEIRO,emilio.hermann@ullrich-oconnell.test,(33) 5167-1456,44454-364,Brasil
6618871,SMS CF JAMIL HADDAD AP 53,Rua Danilo - s/n,RIO DE JANEIRO,RIO DE JANEIRO,terrance@prohaska-cronin.test,(24) 0508-3457,53166-076,Brasil
9442251,SMS CF JEREMIAS MORAES DA SILVA AP 31,Ponte Gael Coutinho - 147,RIO DE JANEIRO,RIO DE JANEIRO,faustino@koss.test,(16) 5246-1258,69871-130,Brasil
2295237,SMS CF JOAO BATISTA CHAGAS AP 53,Travessa Roberta - 36248,RIO DE JANEIRO,RIO DE JANEIRO,vincent@effertz-hansen.example,(47) 8574-6864,51342-119,Brasil
6932916,SMS CF JOAOSINHO TRINTA AP 31,Alameda Nicole - 12865,RIO DE JANEIRO,RIO DE JANEIRO,walton@dubuque.example,(17) 5387-0993,80021-584,Brasil
6581994,SMS CF JOSE ANTONIO CIRAUDO AP 53,Travessa Norberto da Fonseca - 4968,RIO DE JANEIRO,RIO DE JANEIRO,jerold@torp-hauck.example,(86) 1035-2699,15772-682,Brasil
6635709,SMS CF JOSE DE PAULA LOPES PONTES AP 52,Marginal Antônio - 514,RIO DE JANEIRO,RIO DE JANEIRO,noma@gislason.example,(91) 5017-7887,14021-706,Brasil
7873565,SMS CF JOSE DE SOUZA HERDY AP 40,Alameda Sarah Vidal - s/n,RIO DE JANEIRO,RIO DE JANEIRO,september_hilpert@bahringer.test,(49) 6339-4367,34426-341,Brasil
9127100,SMS CF JOSE NEVES AP 40,Marginal Margarida - 9225,RIO DE JANEIRO,RIO DE JANEIRO,marisa@grady.example,(11) 5165-2400,95375-450,Brasil
6571956,SMS CF JOSUETE SANTANNA DE OLIVEIRA AP 33,Marginal Rafaela - s/n,RIO DE JANEIRO,RIO DE JANEIRO,fallon.pollich@huels.example,(67) 5713-0379,96142-985,Brasil
6852203,SMS CF KELLY CRISTINA DE SA LACERDA SILVA AP 51,Viela Rafaela Rêgo - 6562,RIO DE JANEIRO,RIO DE JANEIRO,bradley@kunze.example,(84) 2630-4308,40476-392,Brasil
9075143,SMS CF KLEBEL DE OLIVEIRA ROCHA AP 31,Travessa Marcela - 4556,RIO DE JANEIRO,RIO DE JANEIRO,domingo_donnelly@ortiz.example,(97) 0133-5732,94094-816,Brasil
7908237,SMS CF LECY RANQUINE AP 52,Viela Lucca - 4979,RIO DE JANEIRO,RIO DE JANEIRO,charlena@baumbach.example,(22) 6035-7840,09844-036,Brasil
6559735,SMS CF LENICE MARIA MONTEIRO COELHO AP 53,Travessa João Samuel da Mota - 634,RIO DE JANEIRO,RIO DE JANEIRO,shela_boyle@hettinger-wolf.example,(46) 2239-1707,88138-751,Brasil
6572014,SMS CF LOURENCO DE MELLO AP 53,Alameda Ladislau - 162,RIO DE JANEIRO,RIO DE JANEIRO,harrison_greenfelder@schuster-abernathy.example,(45) 4323-5443,08933-831,Brasil
214949,SMS CF LOURIVAL FRANCISCO DE OLIVEIRA AP 40,Rua Erick Vidal - s/n,RIO DE JANEIRO,RIO DE JANEIRO,julian_goyette@gerlach.example,(67) 6717-0960,67715-616,Brasil
7986505,SMS CF LUIZ CELIO PEREIRA AP 32,Avenida Júlia Domingues - 47689,RIO DE JANEIRO,RIO DE JANEIRO,kristi@terry.example,(96) 6213-2731,78225-470,Brasil
6974708,SMS CF MAESTRO CELESTINO AP 33,Rodovia Ofélia Pinto - s/n,RIO DE JANEIRO,RIO DE JANEIRO,kris_ondricka@heidenreich.test,(89) 2135-6362,00014-166,Brasil
7995520,SMS CF MAICON SIQUEIRA AP 40,Viela Gabriel - 427,RIO DE JANEIRO,RIO DE JANEIRO,arthur@ankunding.test,(51) 2263-5089,25695-368,Brasil
7088574,SMS CF MANOEL FERNANDES DE ARAUJO AP 33,Viela Pedro Tobias - 3935,RIO DE JANEIRO,RIO DE JANEIRO,roselia_macgyver@hegmann.test,(55) 0979-2768,94598-445,Brasil
6029965,SMS CF MARCOS VALADAO AP 33,Rua Suélen da Veiga - 595,RIO DE JANEIRO,RIO DE JANEIRO,crysta@powlowski-tremblay.example,(73) 6359-7728,99003-383,Brasil
6761704,SMS CF MARIA DE AZEVEDO RODRIGUES PEREIRA AP 33,Alameda Luiz Carvalheira - s/n,RIO DE JANEIRO,RIO DE JANEIRO,amy@graham.test,(86) 0885-8766,51665-201,Brasil
6503772,SMS CF MARIA DO SOCORRO ROCINHA AP 21,Avenida Alícia Banheira - 66624,RIO DE JANEIRO,RIO DE JANEIRO,paris_kihn@spencer.example,(71) 4559-7682,03910-000,Brasil
5546591,SMS CF MARIA JOSE DE SOUSA BARBOSA AP 51,Rua Ana Lívia Resende - 20578,RIO DE JANEIRO,RIO DE JANEIRO,charleen@botsford.example,(69) 4428-2760,33853-548,Brasil
9307265,SMS CF MARIA JOSE PAPERA DE AZEVEDO AP 52,Alameda Carla - 592,RIO DE JANEIRO,RIO DE JANEIRO,misha@marquardt.test,(21) 8644-2041,18538-945,Brasil
6568491,SMS CF MARIA SEBASTIANA DE OLIVEIRA AP 31,Ponte Maitê da Aldeia - 40015,RIO DE JANEIRO,RIO DE JANEIRO,drusilla@grady.example,(85) 6521-2974,91804-539,Brasil
6864708,SMS CF MARIO DIAS ALENCAR AP 51,Avenida Sílvia Cavalcanti - 12311,RIO DE JANEIRO,RIO DE JANEIRO,consuelo@botsford.test,(49) 8507-0561,15772-104,Brasil
6716598,SMS CF MAURY ALVES DE PINHO AP 40,Avenida Rafael - s/n,RIO DE JANEIRO,RIO DE JANEIRO,chad.mitchell@hansen.test,(22) 5391-9179,56738-959,Brasil
9061401,SMS CF MEDALHISTA OLIMPICO ARTHUR ZANETTI AP 52,Rodovia Ana Sophia Pinto - s/n,RIO DE JANEIRO,RIO DE JANEIRO,logan.kutch@stroman.example,(93) 3894-7077,65050-717,Brasil
9061398,SMS CF MEDALHISTA OLIMPICO BRUNO SCHMIDT AP 52,Travessa Thiago - 2967,RIO DE JANEIRO,RIO DE JANEIRO,flo_lynch@emmerich.example,(65) 6407-4674,19844-126,Brasil
9079939,SMS CF MEDALHISTA OLIMPICO MAURICIO SILVA AP 10,Ponte Gabrielly da Fronteira - 144,RIO DE JANEIRO,RIO DE JANEIRO,riley@kozey.test,(33) 5379-6052,64504-170,Brasil
9080163,SMS CF MEDALHISTA OLIMPICO RICARDO LUCARELLI SOUZA AP 10,Travessa Lara - s/n,RIO DE JANEIRO,RIO DE JANEIRO,geraldine.spencer@kuhic-haley.example,(61) 3478-0931,11784-803,Brasil
9072640,SMS CF MESTRE MOLEQUINHO DO IMPERIO AP 33,Avenida Davi Lucca da Bandeira - s/n,RIO DE JANEIRO,RIO DE JANEIRO,justin@mccullough.example,(67) 9086-5060,39483-849,Brasil
7523246,SMS CF NELIO DE OLIVEIRA AP 10,Rua Vitória - s/n,RIO DE JANEIRO,RIO DE JANEIRO,monty@satterfield-mueller.test,(61) 6489-1594,72472-183,Brasil
9016805,SMS CF NILDA CAMPOS DE LIMA AP 31,Alameda Feliciano - 24787,RIO DE JANEIRO,RIO DE JANEIRO,fernande@cremin.example,(22) 2673-4839,45279-847,Brasil
6901042,SMS CF NILDO EYMAR DE ALMEIDA AGUIAR AP 51,Avenida Marcela - s/n,RIO DE JANEIRO,RIO DE JANEIRO,kazuko@stiedemann-wiza.example,(17) 6630-6003,55461-144,Brasil
9067078,SMS CF ODALEA FIRMO DUTRA AP 22,Rodovia Júlio Ouriques - 828,RIO DE JANEIRO,RIO DE JANEIRO,morton@hand-sanford.example,(63) 5568-6250,04696-311,Brasil
9045023,SMS CF OLGA PEREIRA PACHECO AP 32,Avenida Maria Eduarda de Sá - s/n,RIO DE JANEIRO,RIO DE JANEIRO,doloris.langosh@lehner.example,(79) 9922-5548,79017-093,Brasil
6387152,SMS CF OLIMPIA ESTEVES AP 51,Avenida Maria Sophia Monteira - 83753,RIO DE JANEIRO,RIO DE JANEIRO,ta.pouros@mitchell.example,(63) 3047-6274,28971-569,Brasil
6927289,SMS CF OTTO ALVES DE CARVALHO AP 40,Travessa Noah Ribeira - 539,RIO DE JANEIRO,RIO DE JANEIRO,molly_altenwerth@casper-wiza.example,(93) 6810-2318,69824-231,Brasil
6855709,SMS CF PADRE JOHN CRIBBIN PADRE JOAO AP 51,Rodovia Isadora - 9204,RIO DE JANEIRO,RIO DE JANEIRO,mindi.stanton@mueller.test,(86) 4601-9689,94049-704,Brasil
6927319,SMS CF PADRE JOSE DE AZEVEDO TIUBA AP 40,Travessa Davi Ludmer de Lara - 414,RIO DE JANEIRO,RIO DE JANEIRO,devin@jacobi.test,(38) 8929-2569,20365-499,Brasil
265233,SMS CF PADRE MARCOS VINICIO MIRANDA VIEIRA AP 40,Ponte Henry - 5158,RIO DE JANEIRO,RIO DE JANEIRO,nelson@dicki-schmitt.test,(41) 6331-4047,69259-040,Brasil
7021771,SMS CF RAIMUNDO ALVES NASCIMENTO AP 33,Alameda Luiza Arriaga - 64512,RIO DE JANEIRO,RIO DE JANEIRO,patrick@stoltenberg.example,(24) 6240-9219,31441-503,Brasil
3785025,SMS CF RECANTO DO TROVADOR AP 22,Avenida Salvador - 421,RIO DE JANEIRO,RIO DE JANEIRO,parthenia_durgan@gerlach.example,(73) 4873-4482,22792-335,Brasil
6506232,SMS CF RINALDO DE LAMARE AP 21,Rua Nicolas Sanches - 379,RIO DE JANEIRO,RIO DE JANEIRO,shonda@stokes.example,(53) 0131-8754,45145-650,Brasil
6524486,SMS CF RODRIGO Y AGUILAR ROIG AP 31,Travessa Cauã - s/n,RIO DE JANEIRO,RIO DE JANEIRO,jeanine.gulgowski@pfeffer.test,(97) 1089-0284,98395-817,Brasil
9023089,SMS CF ROGERIO PINTO DA MOTA AP 51,Travessa Augusto - 123,RIO DE JANEIRO,RIO DE JANEIRO,leigh@maggio-green.test,(96) 7598-3754,85317-322,Brasil
6029841,SMS CF ROGERIO ROCCO AP 52,Rodovia Talita - 697,RIO DE JANEIRO,RIO DE JANEIRO,arvilla@frami.example,(91) 7282-4492,00487-409,Brasil
9311661,SMS CF ROMULO CARLOS TEIXEIRA AP 51,Avenida Frederico - 8558,RIO DE JANEIRO,RIO DE JANEIRO,jess_leuschke@morissette-casper.example,(61) 3736-7683,71431-968,Brasil
3416372,SMS CF ROSINO BACCARINI AP 51,Rodovia Maria Luiza Duarte - s/n,RIO DE JANEIRO,RIO DE JANEIRO,toya.kilback@bahringer.example,(34) 4246-1229,67243-280,Brasil
6683851,SMS CF SAMUEL PENHA VALLE AP 53,Rua Alícia Limeira - 2767,RIO DE JANEIRO,RIO DE JANEIRO,ayana@mertz.test,(33) 4884-5606,53074-116,Brasil
7810172,SMS CF SANDRA REGINA SAMPAIO DE SOUZA AP 51,Rua Aurora Fogaça - 74290,RIO DE JANEIRO,RIO DE JANEIRO,coy.bogan@terry.example,(46) 9565-9428,90032-643,Brasil
6272053,SMS CF SANTA MARTA AP 21,Marginal Ricardo de Oliveira - s/n,RIO DE JANEIRO,RIO DE JANEIRO,marcelo@harris.test,(21) 2201-5369,04057-332,Brasil
4030990,SMS CF SAO SEBASTIAO AP 10,Viela Ladislau - 3622,RIO DE JANEIRO,RIO DE JANEIRO,hae@boyle-schulist.test,(98) 3836-2145,12525-230,Brasil
6618855,SMS CF SERGIO AROUCA AP 53,Alameda Antonella Galvão - 890,RIO DE JANEIRO,RIO DE JANEIRO,lorretta.hackett@ruecker.example,(82) 9197-0505,79543-205,Brasil
6919626,SMS CF SERGIO NICOLAU AMIN AP 32,Rodovia Amanda - 388,RIO DE JANEIRO,RIO DE JANEIRO,milo@crona-reinger.test,(31) 8255-4225,34770-933,Brasil
6873960,SMS CF SERGIO VIEIRA DE MELLO AP 10,Rodovia Stella Ambrósio - s/n,RIO DE JANEIRO,RIO DE JANEIRO,winona@tremblay.test,(51) 3991-0656,74151-677,Brasil
7036884,SMS CF SONIA MARIA FERREIRA MACHADO AP 52,Rua Ana Sophia - 905,RIO DE JANEIRO,RIO DE JANEIRO,tory_walker@leffler.test,(34) 1471-7563,44146-922,Brasil
5417708,SMS CF SOUZA MARQUES AP 33,Rua João Gabriel Castanho - 2358,RIO DE JANEIRO,RIO DE JANEIRO,bettie_smitham@parker.test,(71) 0739-7683,29713-622,Brasil
3567559,SMS CF VALDECIR SALUSTIANO CARDOZO AP 52,Avenida Isabela Antena - 96311,RIO DE JANEIRO,RIO DE JANEIRO,hollis.marks@metz.test,(12) 0250-6621,76860-119,Brasil
3785009,SMS CF VALERIA GOMES ESTEVES AP 53,Ponte Danilo - 18124,RIO DE JANEIRO,RIO DE JANEIRO,keri@upton.test,(62) 3440-5244,82932-621,Brasil
9107835,SMS CF VALTER FELISBINO DE SOUZA AP 31,Rodovia Guilherme Galvão - 731,RIO DE JANEIRO,RIO DE JANEIRO,dwain@schmidt-white.example,(13) 4338-6377,69538-405,Brasil
6514022,SMS CF VICTOR VALLA AP 31,Rua Noah - 493,RIO DE JANEIRO,RIO DE JANEIRO,timmy.schuster@hartmann-heidenreich.test,(74) 7999-6910,41157-001,Brasil
2295253,SMS CF WALDEMAR BERARDINELLI AP 53,Marginal João Louzada - 8539,RIO DE JANEIRO,RIO DE JANEIRO,jamar_grimes@feest-harber.example,(45) 4404-9256,53999-821,Brasil
9072659,SMS CF WILMA COSTA AP 31,Avenida Tomás - 83553,RIO DE JANEIRO,RIO DE JANEIRO,nelson.gislason@dickens.test,(18) 4364-9652,99388-632,Brasil
7874162,SMS CF WILSON MELLO SANTOS ZICO AP51,Travessa Louise de Lara - s/n,RIO DE JANEIRO,RIO DE JANEIRO,gilberte@berge.test,(62) 7235-6250,24396-024,Brasil
3784975,SMS CF ZILDA ARNS AP 31,Rodovia Gúbio Ramalho - 880,RIO DE JANEIRO,RIO DE JANEIRO,lionel_hartmann@murray.example,(88) 4855-3207,32101-444,Brasil
2708159,SMS CMR ENG DENTRO AP 32,Alameda Davi Lucca - s/n,RIO DE JANEIRO,RIO DE JANEIRO,alisha@klein.test,(48) 1593-7089,40073-319,Brasil
2295326,SMS CMR OSCAR CLARK AP 22,Alameda Agatha da Silva - 778,RIO DE JANEIRO,RIO DE JANEIRO,elin@lind.example,(95) 4341-4207,51345-114,Brasil
2270323,SMS CMS ADAO PEREIRA NUNES AP 52,Marginal Miguel Cavalcanti - 77876,RIO DE JANEIRO,RIO DE JANEIRO,rosaura_schiller@schneider.example,(71) 8053-0100,98300-677,Brasil
6026737,SMS CMS ADELINO SIMOES NOVA SEPETIBA AP 53,Alameda Helena Macedo - 4682,RIO DE JANEIRO,RIO DE JANEIRO,deedee@pfannerstill-windler.example,(27) 0867-1514,84635-932,Brasil
6029922,SMS CMS AGUIAR TORRES AP 52,Marginal Stella Braga - s/n,RIO DE JANEIRO,RIO DE JANEIRO,wally.lueilwitz@west.test,(43) 9415-9330,66925-179,Brasil
2269937,SMS CMS ALBERTO BORGERTH AP 33,Ponte Patricia - 251,RIO DE JANEIRO,RIO DE JANEIRO,carmine_windler@lesch.test,(84) 4060-5398,98554-180,Brasil
2269848,SMS CMS ALEXANDER FLEMING AP 51,Avenida Dalila - 5201,RIO DE JANEIRO,RIO DE JANEIRO,natalia_hermann@wolff.example,(71) 4945-7568,61061-348,Brasil
5879655,SMS CMS ALICE TOLEDO TIBIRICA AP 33,Viela Bento Gabeira - 32744,RIO DE JANEIRO,RIO DE JANEIRO,danita@anderson-altenwerth.test,(73) 2266-3627,30246-624,Brasil
2273551,SMS CMS ALOYSIO AMANCIO DA SILVA AP 53,Viela Erick - 793,RIO DE JANEIRO,RIO DE JANEIRO,samual@grimes.test,(96) 6519-2228,10632-955,Brasil
9071385,SMS CMS ALVARO RAMOS AP 40,Viela Nathan Ambrósio - 713,RIO DE JANEIRO,RIO DE JANEIRO,grady@yost.test,(13) 9015-5968,74651-565,Brasil
2270277,SMS CMS ALVIMAR DE CARVALHO AP 52,Ponte Lucas Gabriel - 9511,RIO DE JANEIRO,RIO DE JANEIRO,jerald_effertz@raynor.example,(16) 9942-3397,23704-181,Brasil
2296551,SMS CMS AMERICO VELOSO AP 31,Viela Luana - 924,RIO DE JANEIRO,RIO DE JANEIRO,zane_runolfsdottir@braun.example,(95) 5740-1022,51706-558,Brasil
6033121,SMS CMS ANTENOR NASCENTES AP 32,Viela Mathias Jaques - 1437,RIO DE JANEIRO,RIO DE JANEIRO,otha.kautzer@hills-swaniawski.example,(99) 4980-9720,42409-732,Brasil
2273225,SMS CMS ARIADNE LOPES DE MENEZES AP 32,Rodovia Hélio - 9402,RIO DE JANEIRO,RIO DE JANEIRO,jerry@swaniawski-moore.example,(12) 2272-7643,69604-205,Brasil
2270463,SMS CMS ATHAYDE JOSE DA FONSECA AP 51,Travessa Davi Ludmer - 658,RIO DE JANEIRO,RIO DE JANEIRO,coleman_denesik@collins.test,(46) 3629-2687,70864-498,Brasil
2273179,SMS CMS AUGUSTO DO AMARAL PEIXOTO AP 33,Rua Mirella Brum - 6882,RIO DE JANEIRO,RIO DE JANEIRO,nancie@schimmel.example,(46) 7325-6490,40067-540,Brasil
2269554,SMS CMS BELIZARIO PENNA AP 52,Rodovia Thomas Resende - 82837,RIO DE JANEIRO,RIO DE JANEIRO,truman.ratke@skiles-kihn.example,(66) 3339-7713,74287-128,Brasil
3416356,SMS CMS BUA BOANERGES BORGES DA FONSECA AP 51,Marginal Ofélia Coutinho - 5451,RIO DE JANEIRO,RIO DE JANEIRO,willard.lueilwitz@kris.test,(55) 2045-2482,87986-828,Brasil
6029825,SMS CMS CARLOS ALBERTO NASCIMENTO AP 52,Rua Ana Luiza Raia - 1777,RIO DE JANEIRO,RIO DE JANEIRO,shane_ferry@kohler.example,(88) 5062-9704,55818-407,Brasil
2269309,SMS CMS CARLOS CRUZ LIMA AP 33,Rua Enzo - s/n,RIO DE JANEIRO,RIO DE JANEIRO,oda.nitzsche@beahan.test,(64) 1496-6024,24424-329,Brasil
2778696,SMS CMS CARLOS FIGUEIREDO FILHO BOREL AP 22,Avenida Olívia - 13803,RIO DE JANEIRO,RIO DE JANEIRO,stephnie@schneider.example,(97) 4248-6355,23577-153,Brasil
2280744,SMS CMS CARLOS GENTILLE DE MELLO AP 32,Travessa Breno Oliveira - 577,RIO DE JANEIRO,RIO DE JANEIRO,sallie@connelly.example,(48) 9201-2514,43715-224,Brasil
2269732,SMS CMS CARMELA DUTRA AP 33,Marginal Patricia - s/n,RIO DE JANEIRO,RIO DE JANEIRO,wilford.okuneva@willms-waters.example,(66) 3594-1661,08686-028,Brasil
5358612,SMS CMS CASA BRANCA AP 22,Alameda Davi Lucas - 694,RIO DE JANEIRO,RIO DE JANEIRO,reinaldo.walsh@spinka.example,(63) 2563-0423,10325-964,Brasil
5546583,SMS CMS CATIRI AP 51,Travessa Lívia - 4470,RIO DE JANEIRO,RIO DE JANEIRO,antonio@sanford.example,(71) 5813-7523,13023-201,Brasil
2269929,SMS CMS CATTAPRETA AP 53,Travessa Joana Camacho - 488,RIO DE JANEIRO,RIO DE JANEIRO,merideth.konopelski@schoen-ferry.test,(12) 5031-1591,21831-646,Brasil
2270013,SMS CMS CECILIA DONNANGELO AP 40,Avenida Thomas Vidal - 94357,RIO DE JANEIRO,RIO DE JANEIRO,madison@parisian.example,(32) 5931-7118,85672-439,Brasil
2273578,SMS CMS CESARIO DE MELLO AP 53,Rua Lara - 587,RIO DE JANEIRO,RIO DE JANEIRO,deanne.tillman@leffler-torp.example,(89) 9836-1995,25384-759,Brasil
2708167,SMS CMS CESAR PERNETTA AP 32,Viela Lorena - s/n,RIO DE JANEIRO,RIO DE JANEIRO,george@connelly-considine.example,(19) 2741-1690,49076-122,Brasil
6632831,SMS CMS CHAPEU MANG BABILONIA AP 21,Travessa Elisa - 64519,RIO DE JANEIRO,RIO DE JANEIRO,gilberto@schaefer.test,(46) 9236-8257,11711-714,Brasil
2269295,SMS CMS CLEMENTINO FRAGA AP 33,Alameda Alessandra Aguiar - s/n,RIO DE JANEIRO,RIO DE JANEIRO,angelo.lesch@hand-beier.test,(79) 5077-4209,04488-045,Brasil
2273616,SMS CMS CYRO DE MELLO MANGUARIBA AP 53,Marginal Benício Garcez - s/n,RIO DE JANEIRO,RIO DE JANEIRO,erasmo@hansen.test,(68) 7125-9091,75983-745,Brasil
2708183,SMS CMS DECIO AMARAL FILHO AP 53,Rua Júlia da Paz - s/n,RIO DE JANEIRO,RIO DE JANEIRO,peg.hodkiewicz@lesch.example,(95) 8286-8136,15517-283,Brasil
2269651,SMS CMS DOM HELDER CAMARA AP 21,Travessa Maya Rebouças - s/n,RIO DE JANEIRO,RIO DE JANEIRO,sha.kuphal@gorczany-auer.test,(77) 2003-4602,43209-363,Brasil
2270072,SMS CMS DR ALBERT SABIN AP 21,Alameda Ígor Leiria - 921,RIO DE JANEIRO,RIO DE JANEIRO,taneka@upton-lang.example,(85) 2945-2732,94902-411,Brasil
2270579,SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA AP 51,Marginal Aurora Bomdia - s/n,RIO DE JANEIRO,RIO DE JANEIRO,gavin@dibbert-breitenberg.test,(84) 8375-4399,93489-477,Brasil
2269546,SMS CMS DR OSWALDO VILELLA AP 52,Marginal Louise - 7860,RIO DE JANEIRO,RIO DE JANEIRO,carey.dickens@friesen.example,(11) 2014-9441,83424-020,Brasil
2269538,SMS CMS EDGARD MAGALHAES GOMES AP 52,Rua Fabrícia - s/n,RIO DE JANEIRO,RIO DE JANEIRO,walter_wisoky@rohan-sporer.test,(89) 0912-8489,13876-995,Brasil
2269503,SMS CMS EDUARDO A VILHENA AP 32,Viela Natália Meireles - 22336,RIO DE JANEIRO,RIO DE JANEIRO,dwain@price.example,(94) 3055-5999,14459-155,Brasil
4178602,SMS CMS ELIZA ABRANTES AP 32,Avenida Aurora Teixeira - 6565,RIO DE JANEIRO,RIO DE JANEIRO,nestor_kreiger@kling.test,(73) 8517-2534,55564-409,Brasil
2273586,SMS CMS EMYDIO CABRAL AP 53,Rodovia Joana Resende - s/n,RIO DE JANEIRO,RIO DE JANEIRO,jim_roberts@lebsack-johnson.test,(38) 4488-1083,91679-489,Brasil
2708426,SMS CMS ERNANI AGRICOLA AP 10,Viela Isabel Menendes - 702,RIO DE JANEIRO,RIO DE JANEIRO,matthew@lubowitz.test,(79) 0303-2126,46568-458,Brasil
2270250,SMS CMS ERNESTO ZEFERINO TIBAU JR AP 10,Viela Maitê - s/n,RIO DE JANEIRO,RIO DE JANEIRO,maile.marquardt@wunsch.example,(61) 3370-6582,48678-797,Brasil
5315026,SMS CMS FAZENDA BOTAFOGO AP 33,Viela João Samuel Garcez - 471,RIO DE JANEIRO,RIO DE JANEIRO,emeline@runolfsdottir.test,(48) 3502-3261,94862-099,Brasil
2277298,SMS CMS FERNANDO A BRAGA LOPES CAJU AP 10,Alameda Bruno Negrão - 83285,RIO DE JANEIRO,RIO DE JANEIRO,roger@vandervort-borer.test,(38) 6648-3683,89141-590,Brasil
2269759,SMS CMS FLAVIO DO COUTO VIEIRA AP 33,Viela Amanda Monteira - 932,RIO DE JANEIRO,RIO DE JANEIRO,johnnie@zulauf.example,(91) 2006-1430,75401-468,Brasil
